date,home_team,away_team,home_score,away_score,tournament,city,country,neutral,winner,month
2001-09-01,wales,armenia,0,0,fifa world cup qualification,cardiff,wales,False,draw,september
2001-09-02,jamaica,mexico,1,2,fifa world cup qualification,kingston,jamaica,False,away_team,september
2001-09-04,chile,venezuela,0,2,fifa world cup qualification,santiago,chile,False,away_team,september
2001-09-04,peru,uruguay,0,2,fifa world cup qualification,lima,peru,False,away_team,september
2001-09-05,argentina,brazil,2,1,fifa world cup qualification,buenos aires,argentina,False,home_team,september
2001-09-05,austria,bosnia and herzegovina,2,0,fifa world cup qualification,vienna,austria,False,home_team,september
2001-09-05,azerbaijan,north macedonia,1,1,fifa world cup qualification,baku,azerbaijan,False,draw,september
2001-09-05,belarus,poland,4,1,fifa world cup qualification,minsk,belarus,False,home_team,september
2001-09-05,belgium,scotland,2,0,fifa world cup qualification,brussels,belgium,False,home_team,september
2001-09-05,bulgaria,denmark,0,2,fifa world cup qualification,sofia,bulgaria,False,away_team,september
2001-09-05,colombia,ecuador,0,0,fifa world cup qualification,bogotá,colombia,False,draw,september
2001-09-05,costa rica,united states,2,0,fifa world cup qualification,san josé,costa rica,False,home_team,september
2001-09-05,cyprus,portugal,1,3,fifa world cup qualification,larnaca,cyprus,False,away_team,september
2001-09-05,czech republic,malta,3,2,fifa world cup qualification,teplice,czech republic,False,home_team,september
2001-09-05,england,albania,2,0,fifa world cup qualification,newcastle,england,False,home_team,september
2001-09-05,faroe islands,russia,0,3,fifa world cup qualification,tórshavn,faroe islands,False,away_team,september
2001-09-05,finland,greece,5,1,fifa world cup qualification,helsinki,finland,False,home_team,september
2001-09-05,georgia,lithuania,2,0,fifa world cup qualification,tbilisi,georgia,False,home_team,september
2001-09-05,honduras,jamaica,1,0,fifa world cup qualification,tegucigalpa,honduras,False,home_team,september
2001-09-05,hungary,romania,0,2,fifa world cup qualification,budapest,hungary,False,away_team,september
2001-09-05,liechtenstein,spain,0,2,fifa world cup qualification,vaduz,liechtenstein,False,away_team,september
2001-09-05,luxembourg,switzerland,0,3,fifa world cup qualification,luxembourg,luxembourg,False,away_team,september
2001-09-05,mexico,trinidad and tobago,3,0,fifa world cup qualification,mexico city,mexico,False,home_team,september
2001-09-05,netherlands,estonia,5,0,fifa world cup qualification,eindhoven,netherlands,False,home_team,september
2001-09-05,northern ireland,iceland,3,0,fifa world cup qualification,belfast,northern ireland,False,home_team,september
2001-09-05,norway,wales,3,2,fifa world cup qualification,oslo,norway,False,home_team,september
2001-09-05,paraguay,bolivia,5,1,fifa world cup qualification,asunción,paraguay,False,home_team,september
2001-09-05,san marino,croatia,0,4,fifa world cup qualification,serravalle,san marino,False,away_team,september
2001-09-05,serbia,slovenia,1,1,fifa world cup qualification,belgrade,yugoslavia,True,draw,september
2001-09-05,slovakia,moldova,4,2,fifa world cup qualification,trenčín,slovakia,False,home_team,september
2001-09-05,turkey,sweden,1,2,fifa world cup qualification,istanbul,turkey,False,away_team,september
2001-09-05,ukraine,armenia,3,0,fifa world cup qualification,lviv,ukraine,False,home_team,september
2001-09-06,bahrain,thailand,1,1,fifa world cup qualification,riffa,bahrain,False,draw,september
2001-09-07,iraq,iran,1,2,fifa world cup qualification,baghdad,iraq,False,away_team,september
2001-09-07,qatar,china pr,1,1,fifa world cup qualification,doha,qatar,False,draw,september
2001-09-08,uzbekistan,oman,5,0,fifa world cup qualification,tashkent,uzbekistan,False,home_team,september
2001-09-14,iran,bahrain,0,0,fifa world cup qualification,tehran,iran,False,draw,september
2001-09-14,oman,united arab emirates,1,1,fifa world cup qualification,muscat,oman,False,draw,september
2001-09-15,china pr,uzbekistan,2,0,fifa world cup qualification,shenyang,china pr,False,home_team,september
2001-09-15,thailand,saudi arabia,1,3,fifa world cup qualification,bangkok,thailand,False,away_team,september
2001-09-21,bahrain,saudi arabia,0,4,fifa world cup qualification,riffa,bahrain,False,away_team,september
2001-09-21,oman,qatar,0,3,fifa world cup qualification,muscat,oman,False,away_team,september
2001-09-22,thailand,iraq,1,1,fifa world cup qualification,bangkok,thailand,False,draw,september
2001-09-22,uzbekistan,united arab emirates,0,1,fifa world cup qualification,tashkent,uzbekistan,False,away_team,september
2001-09-27,united arab emirates,china pr,0,1,fifa world cup qualification,abu dhabi,united arab emirates,False,away_team,september
2001-09-28,iraq,bahrain,1,0,fifa world cup qualification,baghdad,iraq,False,home_team,september
2001-09-28,qatar,uzbekistan,2,2,fifa world cup qualification,doha,qatar,False,draw,september
2001-09-28,saudi arabia,iran,2,2,fifa world cup qualification,jeddah,saudi arabia,False,draw,september
2001-10-04,qatar,united arab emirates,1,2,fifa world cup qualification,doha,qatar,False,away_team,october
2001-10-05,iran,thailand,1,0,fifa world cup qualification,tehran,iran,False,home_team,october
2001-10-05,iraq,saudi arabia,1,2,fifa world cup qualification,amman,jordan,True,away_team,october
2001-10-06,armenia,norway,1,4,fifa world cup qualification,yerevan,armenia,False,away_team,october
2001-10-06,bolivia,ecuador,1,5,fifa world cup qualification,la paz,bolivia,False,away_team,october
2001-10-06,croatia,belgium,1,0,fifa world cup qualification,zagreb,croatia,False,home_team,october
2001-10-06,czech republic,bulgaria,6,0,fifa world cup qualification,prague,czech republic,False,home_team,october
2001-10-06,denmark,iceland,6,0,fifa world cup qualification,copenhagen,denmark,False,home_team,october
2001-10-06,england,greece,2,2,fifa world cup qualification,manchester,england,False,draw,october
2001-10-06,germany,finland,0,0,fifa world cup qualification,gelsenkirchen,germany,False,draw,october
2001-10-06,republic of ireland,cyprus,4,0,fifa world cup qualification,dublin,republic of ireland,False,home_team,october
2001-10-06,italy,hungary,1,0,fifa world cup qualification,parma,italy,False,home_team,october
2001-10-06,malta,northern ireland,0,1,fifa world cup qualification,attard,malta,False,away_team,october
2001-10-06,moldova,turkey,0,3,fifa world cup qualification,chișinău,moldova,False,away_team,october
2001-10-06,netherlands,andorra,4,0,fifa world cup qualification,arnhem,netherlands,False,home_team,october
2001-10-06,poland,ukraine,1,1,fifa world cup qualification,chorzów,poland,False,draw,october
2001-10-06,portugal,estonia,5,0,fifa world cup qualification,lisbon,portugal,False,home_team,october
2001-10-06,romania,georgia,1,1,fifa world cup qualification,bucharest,romania,False,draw,october
2001-10-06,russia,switzerland,4,0,fifa world cup qualification,moscow,russia,False,home_team,october
2001-10-06,scotland,latvia,2,1,fifa world cup qualification,glasgow,scotland,False,home_team,october
2001-10-06,luxembourg,serbia,6,2,fifa world cup qualification,belgrade,yugoslavia,True,home_team,october
2001-10-06,slovenia,faroe islands,3,0,fifa world cup qualification,ljubljana,slovenia,False,home_team,october
2001-10-06,venezuela,peru,3,0,fifa world cup qualification,san cristóbal,venezuela,False,home_team,october
2001-10-06,wales,belarus,1,0,fifa world cup qualification,cardiff,wales,False,home_team,october
2001-10-07,bosnia and herzegovina,liechtenstein,5,0,fifa world cup qualification,zenica,bosnia and herzegovina,False,home_team,october
2001-10-07,brazil,chile,2,0,fifa world cup qualification,curitiba,brazil,False,home_team,october
2001-10-07,china pr,oman,1,0,fifa world cup qualification,shenyang,china pr,False,home_team,october
2001-10-07,costa rica,mexico,0,0,fifa world cup qualification,san josé,costa rica,False,draw,october
2001-10-07,honduras,trinidad and tobago,0,1,fifa world cup qualification,san pedro sula,honduras,False,away_team,october
2001-10-07,north macedonia,slovakia,0,5,fifa world cup qualification,skopje,north macedonia,False,away_team,october
2001-10-07,paraguay,argentina,2,2,fifa world cup qualification,asunción,paraguay,False,draw,october
2001-10-07,sweden,azerbaijan,3,0,fifa world cup qualification,solna,sweden,False,home_team,october
2001-10-07,uruguay,colombia,1,1,fifa world cup qualification,montevideo,uruguay,False,draw,october
2001-10-07,united states,jamaica,2,1,fifa world cup qualification,foxborough,united states,False,home_team,october
2001-10-12,iran,iraq,2,1,fifa world cup qualification,tehran,iran,False,home_team,october
2001-10-13,china pr,qatar,3,0,fifa world cup qualification,shenyang,china pr,False,home_team,october
2001-10-13,oman,uzbekistan,4,2,fifa world cup qualification,muscat,oman,False,home_team,october
2001-10-16,thailand,bahrain,1,1,fifa world cup qualification,bangkok,thailand,False,draw,october
2001-10-19,united arab emirates,oman,2,2,fifa world cup qualification,abu dhabi,united arab emirates,False,draw,october
2001-10-19,uzbekistan,china pr,1,0,fifa world cup qualification,tashkent,uzbekistan,False,home_team,october
2001-10-21,bahrain,iran,3,1,fifa world cup qualification,riffa,bahrain,False,home_team,october
2001-10-21,saudi arabia,thailand,4,1,fifa world cup qualification,riyadh,saudi arabia,False,home_team,october
2001-10-25,iran,united arab emirates,1,0,fifa world cup qualification,tehran,iran,False,home_team,october
2001-10-27,israel,austria,1,1,fifa world cup qualification,ramat gan,israel,False,draw,october
2001-10-31,united arab emirates,iran,0,3,fifa world cup qualification,abu dhabi,united arab emirates,False,away_team,october
2001-11-07,bolivia,brazil,3,1,fifa world cup qualification,la paz,bolivia,False,home_team,november
2001-11-07,colombia,chile,3,1,fifa world cup qualification,bogotá,colombia,False,home_team,november
2001-11-07,ecuador,uruguay,1,1,fifa world cup qualification,quito,ecuador,False,draw,november
2001-11-08,argentina,peru,2,0,fifa world cup qualification,buenos aires,argentina,False,home_team,november
2001-11-08,venezuela,paraguay,3,1,fifa world cup qualification,san cristóbal,venezuela,False,home_team,november
2001-11-10,austria,turkey,0,1,fifa world cup qualification,vienna,austria,False,away_team,november
2001-11-10,belgium,czech republic,1,0,fifa world cup qualification,brussels,belgium,False,home_team,november
2001-11-10,republic of ireland,iran,2,0,fifa world cup qualification,dublin,republic of ireland,False,home_team,november
2001-11-10,slovenia,romania,2,1,fifa world cup qualification,ljubljana,slovenia,False,home_team,november
2001-11-10,ukraine,germany,1,1,fifa world cup qualification,kyiv,ukraine,False,draw,november
2001-11-11,jamaica,costa rica,0,1,fifa world cup qualification,kingston,jamaica,False,away_team,november
2001-11-11,mexico,honduras,3,0,fifa world cup qualification,mexico city,mexico,False,home_team,november
2001-11-11,trinidad and tobago,united states,0,0,fifa world cup qualification,port of spain,trinidad and tobago,False,draw,november
2001-11-14,brazil,venezuela,3,0,fifa world cup qualification,são luís,brazil,False,home_team,november
2001-11-14,chile,ecuador,0,0,fifa world cup qualification,santiago,chile,False,draw,november
2001-11-14,czech republic,belgium,0,1,fifa world cup qualification,prague,czech republic,False,away_team,november
2001-11-14,germany,ukraine,4,1,fifa world cup qualification,dortmund,germany,False,home_team,november
2001-11-14,paraguay,colombia,0,4,fifa world cup qualification,asunción,paraguay,False,away_team,november
2001-11-14,peru,bolivia,1,1,fifa world cup qualification,lima,peru,False,draw,november
2001-11-14,romania,slovenia,1,1,fifa world cup qualification,bucharest,romania,False,draw,november
2001-11-14,turkey,austria,5,0,fifa world cup qualification,istanbul,turkey,False,home_team,november
2001-11-14,uruguay,argentina,1,1,fifa world cup qualification,montevideo,uruguay,False,draw,november
2001-11-15,iran,republic of ireland,1,0,fifa world cup qualification,tehran,iran,False,home_team,november
2001-11-20,australia,uruguay,1,0,fifa world cup qualification,melbourne,australia,False,home_team,november
2001-11-25,uruguay,australia,3,0,fifa world cup qualification,montevideo,uruguay,False,home_team,november
2002-05-31,france,senegal,0,1,fifa world cup,seoul,south korea,True,away_team,may
2002-06-01,germany,saudi arabia,8,0,fifa world cup,sapporo,japan,True,home_team,june
2002-06-01,cameroon,republic of ireland,1,1,fifa world cup,niigata,japan,True,draw,june
2002-06-01,denmark,uruguay,1,2,fifa world cup,ulsan,south korea,True,away_team,june
2002-06-02,argentina,nigeria,1,0,fifa world cup,kashima,japan,True,home_team,june
2002-06-02,england,sweden,1,1,fifa world cup,saitama,japan,True,draw,june
2002-06-02,paraguay,south africa,2,2,fifa world cup,busan,south korea,True,draw,june
2002-06-02,slovenia,spain,3,1,fifa world cup,gwangju,south korea,True,home_team,june
2002-06-03,brazil,turkey,2,1,fifa world cup,ulsan,south korea,True,home_team,june
2002-06-03,croatia,mexico,0,1,fifa world cup,niigata,japan,True,away_team,june
2002-06-03,ecuador,italy,2,0,fifa world cup,sapporo,japan,True,home_team,june
2002-06-04,china pr,costa rica,0,2,fifa world cup,gwangju,south korea,True,away_team,june
2002-06-04,japan,belgium,2,2,fifa world cup,saitama,japan,False,draw,june
2002-06-04,south korea,poland,2,0,fifa world cup,busan,south korea,False,home_team,june
2002-06-05,germany,republic of ireland,1,1,fifa world cup,kashima,japan,True,draw,june
2002-06-05,russia,tunisia,2,0,fifa world cup,kobe,japan,True,home_team,june
2002-06-05,portugal,united states,3,2,fifa world cup,suwon,south korea,True,home_team,june
2002-06-06,cameroon,saudi arabia,1,0,fifa world cup,saitama,japan,True,home_team,june
2002-06-06,denmark,senegal,1,1,fifa world cup,daegu,south korea,True,draw,june
2002-06-06,france,uruguay,0,0,fifa world cup,busan,south korea,True,draw,june
2002-06-07,argentina,england,0,1,fifa world cup,sapporo,japan,True,away_team,june
2002-06-07,paraguay,spain,3,1,fifa world cup,jeonju,south korea,True,home_team,june
2002-06-07,nigeria,sweden,2,1,fifa world cup,kobe,japan,True,home_team,june
2002-06-08,brazil,china pr,4,0,fifa world cup,seogwipo,south korea,True,home_team,june
2002-06-08,croatia,italy,1,2,fifa world cup,kashima,japan,True,away_team,june
2002-06-08,slovenia,south africa,1,0,fifa world cup,daegu,south korea,True,home_team,june
2002-06-09,costa rica,turkey,1,1,fifa world cup,incheon,south korea,True,draw,june
2002-06-09,japan,russia,1,0,fifa world cup,yokohama,japan,False,home_team,june
2002-06-09,ecuador,mexico,2,1,fifa world cup,rifu,japan,True,home_team,june
2002-06-10,south korea,united states,1,1,fifa world cup,daegu,south korea,False,draw,june
2002-06-10,poland,portugal,4,0,fifa world cup,jeonju,south korea,True,home_team,june
2002-06-10,belgium,tunisia,1,1,fifa world cup,ōita,japan,True,draw,june
2002-06-11,cameroon,germany,0,2,fifa world cup,fukuroi,japan,True,away_team,june
2002-06-11,denmark,france,2,0,fifa world cup,incheon,south korea,True,home_team,june
2002-06-11,republic of ireland,saudi arabia,0,3,fifa world cup,yokohama,japan,True,away_team,june
2002-06-11,senegal,uruguay,3,3,fifa world cup,suwon,south korea,True,draw,june
2002-06-12,england,nigeria,0,0,fifa world cup,osaka,japan,True,draw,june
2002-06-12,paraguay,slovenia,1,3,fifa world cup,seogwipo,south korea,True,away_team,june
2002-06-12,south africa,spain,2,3,fifa world cup,daejeon,south korea,True,away_team,june
2002-06-12,argentina,sweden,1,1,fifa world cup,rifu,japan,True,draw,june
2002-06-13,brazil,costa rica,2,5,fifa world cup,suwon,south korea,True,away_team,june
2002-06-13,croatia,ecuador,1,0,fifa world cup,yokohama,japan,True,home_team,june
2002-06-13,italy,mexico,1,1,fifa world cup,ōita,japan,True,draw,june
2002-06-13,china pr,turkey,3,0,fifa world cup,seoul,south korea,True,home_team,june
2002-06-14,belgium,russia,3,2,fifa world cup,fukuroi,japan,True,home_team,june
2002-06-14,japan,tunisia,2,0,fifa world cup,osaka,japan,False,home_team,june
2002-06-14,south korea,portugal,1,0,fifa world cup,incheon,south korea,False,home_team,june
2002-06-14,poland,united states,3,1,fifa world cup,daejeon,south korea,True,home_team,june
2002-06-15,denmark,england,0,3,fifa world cup,niigata,japan,True,away_team,june
2002-06-15,germany,paraguay,1,0,fifa world cup,seogwipo,south korea,True,home_team,june
2002-06-16,republic of ireland,spain,1,1,fifa world cup,suwon,south korea,True,draw,june
2002-06-16,senegal,sweden,1,2,fifa world cup,ōita,japan,True,away_team,june
2002-06-17,belgium,brazil,2,0,fifa world cup,kobe,japan,True,home_team,june
2002-06-17,mexico,united states,0,2,fifa world cup,jeonju,south korea,True,away_team,june
2002-06-18,japan,turkey,0,1,fifa world cup,rifu,japan,False,away_team,june
2002-06-18,south korea,italy,2,1,fifa world cup,daejeon,south korea,False,home_team,june
2002-06-21,brazil,england,1,2,fifa world cup,fukuroi,japan,True,away_team,june
2002-06-21,germany,united states,1,0,fifa world cup,ulsan,south korea,True,home_team,june
2002-06-22,south korea,spain,0,0,fifa world cup,gwangju,south korea,False,draw,june
2002-06-22,senegal,turkey,0,1,fifa world cup,osaka,japan,True,away_team,june
2002-06-25,south korea,germany,0,1,fifa world cup,seoul,south korea,False,away_team,june
2002-06-26,brazil,turkey,1,0,fifa world cup,saitama,japan,True,home_team,june
2002-06-29,south korea,turkey,2,3,fifa world cup,daegu,south korea,False,away_team,june
2002-06-30,brazil,germany,0,2,fifa world cup,yokohama,japan,True,away_team,june
2003-09-06,argentina,chile,2,2,fifa world cup qualification,buenos aires,argentina,False,draw,september
2003-09-06,ecuador,venezuela,2,0,fifa world cup qualification,quito,ecuador,False,home_team,september
2003-09-06,peru,paraguay,4,1,fifa world cup qualification,lima,peru,False,home_team,september
2003-09-07,colombia,brazil,1,2,fifa world cup qualification,barranquilla,colombia,False,away_team,september
2003-09-07,uruguay,bolivia,5,0,fifa world cup qualification,montevideo,uruguay,False,home_team,september
2003-09-09,chile,peru,2,1,fifa world cup qualification,santiago,chile,False,home_team,september
2003-09-09,venezuela,argentina,0,3,fifa world cup qualification,caracas,venezuela,False,away_team,september
2003-09-10,bolivia,colombia,4,0,fifa world cup qualification,la paz,bolivia,False,home_team,september
2003-09-10,brazil,ecuador,1,0,fifa world cup qualification,manaus,brazil,False,home_team,september
2003-09-10,paraguay,uruguay,4,1,fifa world cup qualification,asunción,paraguay,False,home_team,september
2003-10-10,guinea-bissau,mali,1,2,fifa world cup qualification,bissau,guinea-bissau,False,away_team,october
2003-10-11,botswana,lesotho,4,1,fifa world cup qualification,gaborone,botswana,False,home_team,october
2003-10-11,equatorial guinea,togo,1,0,fifa world cup qualification,bata,equatorial guinea,False,home_team,october
2003-10-11,madagascar,benin,1,1,fifa world cup qualification,antananarivo,madagascar,False,draw,october
2003-10-11,niger,algeria,0,1,fifa world cup qualification,niamey,niger,False,away_team,october
2003-10-11,são tomé and príncipe,libya,0,1,fifa world cup qualification,são tomé,são tomé and príncipe,False,away_team,october
2003-10-11,seychelles,zambia,0,4,fifa world cup qualification,victoria,seychelles,False,away_team,october
2003-10-11,tanzania,kenya,0,0,fifa world cup qualification,dar es salaam,tanzania,False,draw,october
2003-10-11,uganda,mauritius,3,0,fifa world cup qualification,kampala,uganda,False,home_team,october
2003-10-11,sudan,eritrea,3,0,fifa world cup qualification,khartoum,sudan,False,home_team,october
2003-10-12,burundi,gabon,0,0,fifa world cup qualification,bujumbura,burundi,False,draw,october
2003-10-12,chad,angola,3,1,fifa world cup qualification,n'djamena,chad,False,home_team,october
2003-10-12,congo,sierra leone,1,0,fifa world cup qualification,brazzaville,congo,False,home_team,october
2003-10-12,ethiopia,malawi,1,3,fifa world cup qualification,addis ababa,ethiopia,False,away_team,october
2003-10-12,gambia,liberia,2,0,fifa world cup qualification,bakau,gambia,False,home_team,october
2003-10-12,guinea,mozambique,1,0,fifa world cup qualification,conakry,guinea,False,home_team,october
2003-10-12,rwanda,namibia,3,0,fifa world cup qualification,kigali,rwanda,False,home_team,october
2003-10-12,eswatini,cape verde,1,1,fifa world cup qualification,lobamba,swaziland,False,draw,october
2003-10-12,zimbabwe,mauritania,3,0,fifa world cup qualification,harare,zimbabwe,False,home_team,october
2003-11-14,algeria,niger,6,0,fifa world cup qualification,algiers,algeria,False,home_team,november
2003-11-14,mali,guinea-bissau,2,0,fifa world cup qualification,bamako,mali,False,home_team,november
2003-11-14,mauritania,zimbabwe,2,1,fifa world cup qualification,nouakchott,mauritania,False,home_team,november
2003-11-15,argentina,bolivia,3,0,fifa world cup qualification,buenos aires,argentina,False,home_team,november
2003-11-15,colombia,venezuela,0,1,fifa world cup qualification,barranquilla,colombia,False,away_team,november
2003-11-15,gabon,burundi,4,1,fifa world cup qualification,libreville,gabon,False,home_team,november
2003-11-15,kenya,tanzania,3,0,fifa world cup qualification,nairobi,kenya,False,home_team,november
2003-11-15,malawi,ethiopia,0,0,fifa world cup qualification,blantyre,malawi,False,draw,november
2003-11-15,namibia,rwanda,1,1,fifa world cup qualification,windhoek,namibia,False,draw,november
2003-11-15,paraguay,ecuador,2,1,fifa world cup qualification,asunción,paraguay,False,home_team,november
2003-11-15,uruguay,chile,2,1,fifa world cup qualification,montevideo,uruguay,False,home_team,november
2003-11-15,zambia,seychelles,1,1,fifa world cup qualification,lusaka,zambia,False,draw,november
2003-11-16,angola,chad,2,0,fifa world cup qualification,luanda,angola,False,home_team,november
2003-11-16,benin,madagascar,3,2,fifa world cup qualification,cotonou,benin,False,home_team,november
2003-11-16,cape verde,eswatini,3,0,fifa world cup qualification,praia,cape verde,False,home_team,november
2003-11-16,eritrea,sudan,0,0,fifa world cup qualification,asmara,eritrea,False,draw,november
2003-11-16,ghana,somalia,5,0,fifa world cup qualification,accra,ghana,False,home_team,november
2003-11-16,lesotho,botswana,0,0,fifa world cup qualification,maseru,lesotho,False,draw,november
2003-11-16,liberia,gambia,3,0,fifa world cup qualification,monrovia,liberia,False,home_team,november
2003-11-16,libya,são tomé and príncipe,8,0,fifa world cup qualification,benghazi,libya,False,home_team,november
2003-11-16,mauritius,uganda,3,1,fifa world cup qualification,curepipe,mauritius,False,home_team,november
2003-11-16,mozambique,guinea,3,4,fifa world cup qualification,maputo,mozambique,False,away_team,november
2003-11-16,peru,brazil,1,1,fifa world cup qualification,lima,peru,False,draw,november
2003-11-16,sierra leone,congo,1,1,fifa world cup qualification,freetown,sierra leone,False,draw,november
2003-11-16,togo,equatorial guinea,2,0,fifa world cup qualification,lomé,togo,False,home_team,november
2003-11-18,chile,paraguay,0,1,fifa world cup qualification,santiago,chile,False,away_team,november
2003-11-18,venezuela,bolivia,2,1,fifa world cup qualification,maracaibo,venezuela,False,home_team,november
2003-11-19,brazil,uruguay,3,3,fifa world cup qualification,curitiba,brazil,False,draw,november
2003-11-19,colombia,argentina,1,1,fifa world cup qualification,barranquilla,colombia,False,draw,november
2003-11-19,ecuador,peru,0,0,fifa world cup qualification,quito,ecuador,False,draw,november
2003-11-19,ghana,somalia,2,0,fifa world cup qualification,kumasi,ghana,False,home_team,november
2003-11-19,turkmenistan,afghanistan,11,0,fifa world cup qualification,ashgabat,turkmenistan,False,home_team,november
2003-11-23,afghanistan,turkmenistan,0,2,fifa world cup qualification,kabul,afghanistan,False,away_team,november
2003-11-23,taiwan,macau,3,0,fifa world cup qualification,taipei,taiwan,False,home_team,november
2003-11-26,bangladesh,tajikistan,0,2,fifa world cup qualification,dhaka,bangladesh,False,away_team,november
2003-11-29,laos,sri lanka,0,0,fifa world cup qualification,vientiane,laos,False,draw,november
2003-11-29,macau,taiwan,1,3,fifa world cup qualification,macau,macau,False,away_team,november
2003-11-29,mongolia,maldives,0,1,fifa world cup qualification,ulaanbaatar,mongolia,False,away_team,november
2003-11-29,pakistan,kyrgyzstan,0,2,fifa world cup qualification,karachi,pakistan,False,away_team,november
2003-11-30,tajikistan,bangladesh,2,0,fifa world cup qualification,dushanbe,tajikistan,False,home_team,november
2003-12-03,kyrgyzstan,pakistan,4,0,fifa world cup qualification,bishkek,kyrgyzstan,False,home_team,december
2003-12-03,maldives,mongolia,12,0,fifa world cup qualification,malé,maldives,False,home_team,december
2003-12-03,sri lanka,laos,3,0,fifa world cup qualification,colombo,sri lanka,False,home_team,december
2004-02-18,antigua and barbuda,curaçao,2,0,fifa world cup qualification,st. john's,antigua and barbuda,False,home_team,february
2004-02-18,bahrain,syria,2,1,fifa world cup qualification,muharraq,bahrain,False,home_team,february
2004-02-18,china pr,kuwait,1,0,fifa world cup qualification,guangzhou,china pr,False,home_team,february
2004-02-18,haiti,turks and caicos islands,5,0,fifa world cup qualification,miami,united states,True,home_team,february
2004-02-18,india,singapore,1,0,fifa world cup qualification,margao,india,False,home_team,february
2004-02-18,iran,qatar,3,1,fifa world cup qualification,tehran,iran,False,home_team,february
2004-02-18,japan,oman,1,0,fifa world cup qualification,saitama,japan,False,home_team,february
2004-02-18,jordan,laos,5,0,fifa world cup qualification,amman,jordan,False,home_team,february
2004-02-18,south korea,lebanon,2,0,fifa world cup qualification,suwon,south korea,False,home_team,february
2004-02-18,kyrgyzstan,tajikistan,1,2,fifa world cup qualification,bishkek,kyrgyzstan,False,away_team,february
2004-02-18,malaysia,hong kong,1,3,fifa world cup qualification,kuantan,malaysia,False,away_team,february
2004-02-18,palestine,taiwan,8,0,fifa world cup qualification,al wakrah,qatar,True,home_team,february
2004-02-18,saudi arabia,indonesia,3,0,fifa world cup qualification,riyadh,saudi arabia,False,home_team,february
2004-02-18,turkmenistan,sri lanka,2,0,fifa world cup qualification,ashgabat,turkmenistan,False,home_team,february
2004-02-18,united arab emirates,thailand,1,0,fifa world cup qualification,al ain,united arab emirates,False,home_team,february
2004-02-18,uzbekistan,iraq,1,1,fifa world cup qualification,tashkent,uzbekistan,False,draw,february
2004-02-18,vietnam,maldives,4,0,fifa world cup qualification,hanoi,vietnam,False,home_team,february
2004-02-18,united states virgin islands,saint kitts and nevis,0,4,fifa world cup qualification,charlotte amalie,united states virgin islands,False,away_team,february
2004-02-18,yemen,north korea,1,1,fifa world cup qualification,sana'a,yemen,False,draw,february
2004-02-21,haiti,turks and caicos islands,0,2,fifa world cup qualification,hialeah,united states,True,away_team,february
2004-02-22,british virgin islands,saint lucia,0,1,fifa world cup qualification,road town,british virgin islands,False,away_team,february
2004-02-22,cayman islands,cuba,1,2,fifa world cup qualification,george town,cayman islands,False,away_team,february
2004-02-28,aruba,suriname,1,2,fifa world cup qualification,oranjestad,aruba,False,away_team,february
2004-02-28,grenada,guyana,5,0,fifa world cup qualification,st. george's,grenada,False,home_team,february
2004-02-29,bermuda,montserrat,13,0,fifa world cup qualification,hamilton,bermuda,False,home_team,february
2004-03-14,guyana,grenada,1,3,fifa world cup qualification,blairmont,guyana,False,away_team,march
2004-03-19,dominican republic,anguilla,0,0,fifa world cup qualification,santo domingo,dominican republic,False,draw,march
2004-03-21,dominican republic,anguilla,6,0,fifa world cup qualification,santo domingo,dominican republic,False,home_team,march
2004-03-21,montserrat,bermuda,0,7,fifa world cup qualification,lookout,montserrat,False,away_team,march
2004-03-26,bahamas,dominica,1,1,fifa world cup qualification,nassau,bahamas,False,draw,march
2004-03-27,cuba,cayman islands,3,0,fifa world cup qualification,havana,cuba,False,home_team,march
2004-03-27,suriname,aruba,8,1,fifa world cup qualification,paramaribo,suriname,False,home_team,march
2004-03-28,bahamas,dominica,1,3,fifa world cup qualification,nassau,bahamas,False,away_team,march
2004-03-28,saint lucia,british virgin islands,9,0,fifa world cup qualification,vieux fort,saint lucia,False,home_team,march
2004-03-30,argentina,ecuador,1,0,fifa world cup qualification,buenos aires,argentina,False,home_team,march
2004-03-30,bolivia,chile,0,2,fifa world cup qualification,la paz,bolivia,False,away_team,march
2004-03-31,antigua and barbuda,curaçao,3,0,fifa world cup qualification,willemstad,curaçao,True,home_team,march
2004-03-31,hong kong,china pr,0,1,fifa world cup qualification,siu sai wan,hong kong,False,away_team,march
2004-03-31,india,oman,1,5,fifa world cup qualification,kochi,india,False,away_team,march
2004-03-31,jordan,qatar,1,0,fifa world cup qualification,amman,jordan,False,home_team,march
2004-03-31,north korea,united arab emirates,0,0,fifa world cup qualification,pyongyang,north korea,False,draw,march
2004-03-31,kyrgyzstan,syria,1,1,fifa world cup qualification,bishkek,kyrgyzstan,False,draw,march
2004-03-31,laos,iran,0,7,fifa world cup qualification,vientiane,laos,False,away_team,march
2004-03-31,malaysia,kuwait,0,2,fifa world cup qualification,kuantan,malaysia,False,away_team,march
2004-03-31,maldives,south korea,0,0,fifa world cup qualification,malé,maldives,False,draw,march
2004-03-31,iraq,palestine,1,1,fifa world cup qualification,al wakrah,qatar,True,draw,march
2004-03-31,paraguay,brazil,0,0,fifa world cup qualification,asunción,paraguay,False,draw,march
2004-03-31,peru,colombia,0,2,fifa world cup qualification,lima,peru,False,away_team,march
